K,True label,Predicted label
3,3375612003,314590047
3,862371276,591338133
3,2536363889,219059962
3,3511242710,1206849495
3,3424584900,22285547
3,3008298648,2274223447
3,613621612,1991476213
3,3891255220,1598362109
3,159351600,507648310
3,2529468408,1049824367
3,3315687969,1902043911
3,3847144178,242335673
3,1070755869,947345678
3,3148189880,1754812774
3,668530324,254816564
3,3382973730,1589563110
3,3115781716,848078453
3,3202957389,1285882271
3,2674482637,261613777
3,2049145956,3102277942
3,1668821299,1452079218
3,3598057986,1664178674
3,1395102007,217977915
3,4163093076,380064228
3,4170705859,705336788
3,598373701,1412939579
3,2107318638,2889506248
3,1737506411,944492271
3,3001416403,74599871
3,226461911,475082819
3,452508504,389964627
3,1862893166,1326355861
3,2324485777,622058097
3,1922376203,798247050
3,3466127809,946023684
3,2514750348,2428106591
3,507648310,1712807720
3,2077185023,1768089225
3,866425052,562358068
3,664348430,3454455800
3,121462973,1276317194
3,256199120,1664178674
3,2854949283,115252350
3,3235270135,1251573094
3,3103492120,1132134655
3,2747913958,1890922178
3,3084591770,4054467630
3,3626995778,23947098
3,4170368428,72036607
3,2866022569,160508292
3,2961548174,1835727468
3,2969128006,30633790
3,1727226116,1794962291
3,3979333992,1053560547
3,1146205648,418991059
3,1961908867,1734600438
3,1490335536,1886432994
3,2896259765,2013607487
3,3133575067,2684150012
3,3634548624,1166175991
3,3891148800,74390002
3,2217558127,793734744
3,2498318692,18264600
3,2986160770,866365011
3,1120763584,656698835
3,3763739424,39246274
3,574812618,2725454200
3,418991059,3145942091
3,3688346948,3445494442
3,4146318743,2878821825
3,3641533360,872590173
3,960092000,58498855
3,3216744297,537147963
3,711398030,42258291
3,508289401,373674159
3,2220663471,1567080949
3,832842897,2221409971
3,2107318638,1857283325
3,2015664445,1547591961
3,1604649610,1380466784
3,1209464381,436095484
3,4152686590,3586903713
3,4108245777,4212108576
3,1272241865,1200038008
3,2494171542,1091404026
3,1884272532,572085747
3,524178901,487404325
3,2999380171,4034974073
3,1259377502,1733221456
3,3188055964,320286773
3,3038858280,1135976474
3,3765513789,2066366254
3,1423186735,874425450
3,896262214,1892587515
3,568434175,231169166
3,2253053678,189449324
3,1999312808,1595881498
3,4168188347,3427955335
3,680160207,931185603
3,2323671719,420247011
3,2988598517,2116191240
3,4105255910,2250603990
3,1035128795,109743541
3,3398155009,297977
3,888840128,188693842
3,2854456163,226461911
3,2233048150,1701800073
3,3334081751,2627245534
3,2570143988,3113678103
3,3381177724,606611277
3,4149304686,983618131
3,2056012577,1226500780
3,2202755801,1364967438
3,1422811788,1338361231
3,3956936222,459439404
3,3912318877,1508883541
3,2451670444,2082551079
3,3214224895,796241175
3,2212256143,2584408421
3,214100626,702468952
3,4144796671,35254803
3,3979474245,634133953
3,742453917,86650339
3,3144637630,378877183
3,1113658052,411375215
3,1565741687,1282294117
3,3606277248,656698835
3,3598471432,165433842
3,1531592305,2507738975
3,3916074380,436062812
3,2995692757,1852954878
3,2438732135,2008989859
3,1262321526,229658222
3,2129884110,2999794436
3,4287365797,1251157834
3,1468444411,2821559246
3,23934911,1207189719
3,2096005797,2681087796
3,3540683460,2123925829
3,1912222471,1367471899
3,95083723,2639302614
3,994676122,821583868
3,3489985175,284594326
3,598804910,1752054615
3,1746756468,443472237
3,2238979942,3793366121
3,758487876,1951630187
3,3398155009,1961883202
3,535420180,532189781
3,2362252012,772732976
3,3753461749,1529085103
3,2203619540,571550607
3,1104651492,1307991557
3,911448401,451207812
3,4113270707,1045293852
3,4126717097,1013980683
3,1151643989,1680535208
3,796332893,3318116205
3,1160103344,668530324
3,3134039974,829957688
3,1704024706,275813572
3,2064037325,1037925737
3,3123453722,2566339988
3,577897805,1322490187
3,1191459008,2931545858
3,111019786,1442259204
3,2197877769,111343468
3,3759425460,213410114
3,2214640257,1897080438
3,2659942056,1306578136
3,151221854,1395450541
3,1061259172,209651476
3,2632530701,290997573
3,1538743633,72043261
3,3767131701,513750353
3,3482149149,2825929871
3,185142711,135655018
3,2384099722,104237752
3,1417931016,724765111
3,825311704,159351600
3,3139740967,696426687
3,3203314574,3325336141
3,2129344925,284161166
3,482434561,220344278
3,3416560161,752847994
3,282245135,45510916
3,2636308092,1625037514
3,560030947,1479482005
3,3256029913,980122262
3,647272739,1509111404
3,2476932715,463116240
3,1358636948,1202676908
3,737541829,130402461
3,1840323610,609155676
3,710770581,217735569
3,1361250553,748607984
3,98262397,511054120
3,2496501780,74390002
3,1856302590,218995565
3,3564525131,615484027
3,2770204115,355489491
3,1256302275,1395450541
3,3980069326,795021525
3,4054467630,1858287612
3,3625404959,1545798241
3,2079060966,121602456
3,2230850340,1199504850
3,3979333992,616627108
3,373677188,176983345
3,2842683453,2656625015
3,1167470544,387996118
3,2526885671,2122968520
3,2931597718,1208307773
3,4143102922,866792419
3,2528145322,801776769
3,155019103,3565023295
3,2126654012,1745551709
3,622092984,148858827
3,1999386573,244107308
3,2628362562,2367461313
3,4250826106,1102417624
3,3299472700,2591672455
3,3725703885,2105629721
3,2062363406,1569494229
3,95083723,1726471825
3,1385997718,1046784428
3,1797930186,1529681595
3,1665050072,1776091437
3,634806664,2973560719
3,3017519116,1306578136
3,4172783971,734713161
3,2680389700,856078318
3,1348816963,1055377026
3,3746060972,1513007525
3,3842983995,2849400526
3,721309135,98964169
3,645628,574122605
3,3585316632,211154299
3,3555843657,1070926494
3,643714791,3351412170
3,4173621296,610493312
3,1392882653,18264600
3,2622880584,618541066
3,2389688714,315481361
3,863127146,1088087475
3,847060368,90361770
3,545829882,562358068
3,3460790206,2623425952
3,1291301592,2183875780
3,2213950251,2192745501
3,1599006057,2214168875
3,71664304,849871363
3,2732554409,2157742654
3,55214780,390286309
3,159351600,462212371
3,1482076270,1035128795
3,3508963428,1286602487
3,3326267479,709353370
3,2355055620,4179422691
3,2478023301,2262519406
3,41822316,817678170
3,3649788315,3053100120
3,437907078,517260836
3,2066748536,493853173
3,978796186,2318244456
3,3636925263,1533571561
3,2409809052,2155479250
3,1860299582,544532088
3,391396717,245619002
3,2616119978,1508883541
3,1049824367,3201289959
3,188957038,645628
3,1612814766,156307992
3,2614828639,1679308428
3,2903860316,1033568951
3,687268175,1989088690
3,421691417,1125294539
3,4108633698,721296483
3,753964834,568475868
3,301438036,2857414562
3,1552142539,3315687969
3,944479978,815806391
3,3634548624,1166175991
3,3065834621,341676195
3,2620765063,1150323484
3,4001769103,507522945
3,2956941947,229658222
3,3570475971,245619002
3,3001416403,1729454608
3,2910942674,378982106
3,3808228427,1198099548
3,3385067873,2134514629
3,4076853633,22285547
3,729245491,1053560547
3,3272244682,1564720949
3,1341974351,2261647540
3,3857129077,682258630
3,2634819658,888116957
3,2481155656,2169519796
3,2125059129,1440935353
3,1212647631,2965602843
3,4018561560,1361612536
3,1062863747,214837331
3,2231198508,253361671
3,3833873783,86650339
3,2838027152,334762371
3,414776066,805742252
3,163891198,2145882222
3,3527526514,821583868
3,273712035,634133953
3,3224908824,93479784
3,905135120,718843702
3,3153179649,904616841
3,3974007601,947423206
3,3444021928,1289868198
3,4143106238,2599755121
3,4044977701,388197945
3,4171236554,3299506042
3,2108322384,78012204
3,3216744297,1834179112
3,1022501714,872590173
3,3927638305,618541066
3,2775619691,2405668221
3,2646931191,527748612
3,3038200968,609155676
3,3089782644,1362714865
3,156307992,820826283
3,4174239330,1159378441
3,3075877919,2180033479
3,1921753762,2110668481
3,2032048970,3299888260
3,1043649521,1405010425
3,819570846,1298661731
3,2903956460,1986364708
3,293434992,944492271
3,1160103344,1492395376
3,3974007601,1666545703
3,2591672455,1046055990
3,2868076475,2819000573
3,1228285803,238484755
3,4101248785,3111902365
3,3139972284,2762351545
3,475139403,1105071141
3,3695290182,856078318
3,3766443150,3519046043
3,2505813179,848078453
3,2985852685,2540685607
3,2594065762,3325918244
3,1938143023,2684150012
3,884551183,1722311799
3,4247931055,159351600
3,260936336,427156003
3,2303789204,664367292
3,3115762052,2270136417
3,3773419446,2803363809
3,2802729758,718843702
3,99699720,829957688
3,4130311878,112997688
3,4161209908,866792419
3,164698800,1059773736
3,3075806009,736324849
3,2674362245,2261647540
3,2874365357,431145971
3,2273666591,1074147032
3,3789952659,3403785568
3,2406900984,430501350
3,3187211138,87797993
3,1903575613,619785759
3,3206118280,1679308428
3,4043484597,414776066
3,665433957,2933572724
3,4247684824,1438196802
3,1039178864,157683903
3,1917000464,3085053208
3,4266974527,2342771184
3,4019065378,73721931
3,1983866339,1349792162
3,1896019611,185142711
3,3840552276,1102417624
3,3607486346,1119116069
3,1366924307,373674159
3,1128114806,801176
3,3657287417,241280640
3,327189920,890994336
3,4176822205,3879389067
3,497927023,445743372
3,3635816450,1320332866
3,645628,596134130
3,1739918007,1118101132
3,3729011877,1781816681
3,1784409888,2947227311
3,4254645606,74390002
3,3864646384,620645805
3,142105411,1240444909
3,2713190086,2776392400
3,4048861406,93493366
3,622201978,962737723
3,3142241795,226461911
3,4225771503,320286773
3,1379670949,3254572445
3,1358636948,693254875
3,1699645771,1670550471
3,1428546221,701504146
3,4062197613,467973488
3,735420661,221994575
3,2923183199,382641049
3,769563897,1664573953
3,3390978883,2562722197
3,535420180,532189781
3,2016087097,1797681309
3,2413403492,3928391021
3,2533890887,1045293852
3,1801598336,1114941477
3,2218919316,130402461
3,3050187782,2946339287
3,2945792466,3586128258
3,2169519796,2339650590
3,2242170808,983618131
3,1468167494,652851251
3,145675505,520338796
3,3794298816,952183003
3,1680626217,1031952912
3,1440487071,1381597103
3,2091479370,587285122
3,2364142782,1251076868
3,2623309270,1778775267
3,4293276364,159351600
3,3580263851,652176199
3,2287446395,284594326
3,3861383453,1131724280
3,1509079434,931185603
3,1251645465,100596628
3,935310583,912986022
3,2887356875,2813878058
3,1341302081,940509460
3,2191640503,562198632
3,2157742654,665979983
3,2545437279,1233565001
3,1568401524,1020050479
3,1431284569,1584817184
3,3589016109,4047365486
3,2317723557,2849400526
3,1866498400,1714340149
3,168222130,427156003
3,1153639624,1845612899
3,3303274068,609155676
3,3394793659,207100606
3,148719785,2169519796
3,2237563696,574325131
3,511311727,253361671
3,2092622846,220104288
3,1624196196,562358068
3,1296463365,275813572
3,3163376679,117919900
3,852852893,1135976474
3,304293919,1429594010
3,699051387,610493312
3,3531512078,302961006
3,242730034,66247839
3,797721756,3928391021
3,2408700224,1746655739
3,2979218298,579435501
3,2824936287,579435501
3,1628593624,382555461
3,3939281609,1399924581
3,45321459,621760789
3,2268555620,1705608239
3,3802944413,796281588
3,3872882463,369900227
3,22285547,165136504
3,2634431129,1018873174
3,2334975367,3429155956
3,3379794959,1231764906
3,3109492579,323360512
3,1100459627,1117850194
3,3598471432,165433842
3,2720162070,198574160
3,2999794436,2866022569
3,1514327608,1141798720
3,3742221123,302961006
3,681061245,813514928
3,4050847607,244889631
3,2185522362,137632267
3,2378468247,1163569239
3,2308093717,1690075265
3,3855894492,1312628589
3,3912654752,1125778397
3,1089656684,118145987
3,312265924,1465718614
3,874229717,1547007621
3,4069659242,4184214313
3,191984645,3158960942
3,3024671252,3446368858
3,4183511399,3332567032
3,3735684299,2473582574
3,3094888190,1126423707
3,3359878181,2319338478
3,158855858,3106387760
3,3853326780,1986364708
3,1813747725,245619002
3,2727489300,1135976474
3,98002181,1163569239
3,3842983995,893687286
3,1580577269,564238209
3,293240115,1131724280
3,2345326393,414776066
3,3270553459,1395450541
3,4069659242,1776453982
3,1167537954,73294293
3,2837888168,2626961557
3,2291057022,731330024
3,2980536866,900624427
3,1507150010,146808584
3,2025865799,3448393179
3,1695363826,665433957
3,3033757247,823391133
3,2417122148,1237550763
3,2403542018,864052537
3,2129884110,3798330592
3,716375928,242335673
3,3511195268,414776066
3,444007069,1132134655
3,3924088631,1640450784
3,3485544994,1303676034
3,3143198148,3205175747
3,3635816450,1320332866
3,2494171542,1142999791
3,1892587515,30796165
3,2914998557,1115765031
3,2123332638,463367425
3,3766516310,957492934
3,2940825733,2014308826
3,1555312860,2394683923
3,890612805,1677383023
3,637790391,52183551
3,2158285549,86650339
3,3721393933,157683903
3,3480323222,296475017
3,2602533565,353320183
3,1484634930,740549642
3,373863554,1929952991
3,1388931929,1547007621
3,2274241387,852852893
3,1683116425,2220139984
3,1360996389,2398901595
3,3443201151,1650041415
3,1935421006,949468805
3,4057376991,1012512895
3,2319338478,852852893
3,1746756468,1362714865
3,1628981671,161937499
3,183398877,1055377026
3,1013339050,201951127
3,3619099235,1799259336
3,3271998603,801176
3,2352146569,1572715712
3,1306191121,527002114
3,3064334528,159351600
3,2098400894,3847773156
3,2498064534,579435501
3,4088194362,23421708
3,1014487628,1367471899
3,159968954,2174165912
3,1299206522,217977915
3,2501975813,1303644154
3,3506731664,3680233781
3,2336767211,1740805730
3,3430179282,3628121668
3,1327940670,507648310
3,900100636,897689323
3,1300007930,2684756161
3,2764077586,517260836
3,2051820557,1650041415
3,414776066,1429762934
3,1742052212,538550380
3,3713350997,3246242698
3,1804414959,1746756468
3,1755142363,381150737
3,3294457484,1886432994
3,232676224,3185044263
3,2645733072,889644727
3,3561228541,1766725644
3,1435575565,621760789
3,2959670655,2423781234
3,2415538143,90279229
3,3841109387,909892131
3,500010212,2343376621
3,1677383023,1503383993
3,2498542265,674755391
3,566772412,863329466
3,3111468322,789601328
3,2470288007,226940480
3,367656379,424835120
3,10528187,158855858
3,1646948333,1383653030
3,3420770588,402740243
3,3319724566,3091690960
3,2964773552,427156003
3,1500880058,66877757
3,3170087367,30463448
3,3586500603,1941461708
3,2745663550,804128688
3,1868822738,1720324916
3,2310139312,2546276032
3,4094230441,18264600
3,1087947892,452508504
3,2509162399,1963142010
3,3704102155,101686954
3,562358068,1489075782
3,3211692097,1464443785
3,3965458173,1511477254
3,768382632,156307992
3,1813765221,1862066164
3,1871167754,261593436
3,1265320427,994676122
3,2722321616,1710630792
3,3334168993,337189354
3,1701563146,2528145322
3,1591867208,30914355
3,3489985175,39139032
3,3820409224,2452818565
3,1035128795,3566010337
3,3136889376,255400546
3,2355439423,1552142539
3,429468346,1013980683
3,3496338853,1065450055
3,528562097,779723400
3,3881651394,1782796314
3,875836170,1130629555
3,84839135,485325969
3,1497898739,189405642
3,1815525994,325985338
3,9958453,665979983
3,2172223523,53867738
3,865318054,18264600
3,3989979284,3933335821
3,3073161644,1165453206
3,2757892305,731755076
3,656698835,690457988
3,2489440778,71498931
3,1715134833,652176199
3,1163728238,2864178368
3,1046607123,2496856710
3,2189907631,3272679009
3,2086690397,1163569239
3,2804650647,1922352204
3,1219036414,1375874913
3,973593276,493495643
3,3519984805,1448322775
3,1268261698,411375215
3,1484127216,1029915586
3,3992876821,1850173157
3,2302152800,874403178
3,392699942,3883836318
3,1725137077,852044639
3,3379821606,942399146
3,4139844552,199893408
3,202437231,30966706
3,1286090671,1999386573
3,380064228,713714629
3,2105865163,2413210010
3,4010770629,572085747
3,575798617,1428455848
3,3353200223,535925077
3,3547938707,165136504
3,3199187864,370710977
3,3164287284,99255724
3,628894289,3003071344
3,1920116125,544315614
3,754974693,1763978877
3,410540079,173170173
3,494326981,1014916122
3,936315280,1858287612
3,153202204,171721650
3,1249418868,1306578136
3,3059359196,3524625930
3,1537291804,792156508
3,565368573,1033589203
3,2074153427,2470970076
3,2880882957,1681362556
3,933941732,553594330
3,2473582574,1625037514
3,3432871246,72973914
3,3946393392,661566022
3,229506815,493521884
3,2690005728,345955583
3,3641293012,3270553459
3,3335711423,2998750975
3,2756670385,1141798720
3,388454808,3524625930
3,494127345,1131724280
3,1254441436,199180680
3,891248341,610493312
3,1377132605,190116807
3,3321548978,587285122
3,4245771399,300437540
3,4240407085,2544783024
3,266317442,493626958
3,2268524937,74599871
3,3498853321,497980922
3,3602809108,2926324312
3,1130919487,159351600
3,818254185,136083960
3,3509200562,2107247645
3,2610709303,3988234758
3,2292082163,1492395376
3,3903139122,2187173784
3,976867359,805742252
3,2860060458,397780484
3,3546106267,384418268
3,1724536819,792499304
3,4203290039,1865784481
3,1821875388,850327855
3,1408508460,994676122
3,59226203,1095936905
3,2690668631,58498855
3,3567192124,163505030
3,3744205434,359918838
3,1701450902,529859784
3,71375986,659879841
3,1911010635,882076994
3,3951971428,1155879517
3,3825693463,674521593
3,211358789,1550813244
3,1303644154,825845944
3,4141124289,2544783024
3,3127100328,521788120
3,468080344,414776066
3,3498630557,14108831
3,3699648654,337548958
3,1146205648,942399146
3,1047856275,256111454
3,1237870527,3332567032
3,3068294096,724817056
3,3157786712,2107152247
3,1043565100,1131724280
3,4113632339,219568860
3,4088706070,1123714502
3,1046611173,962365835
3,3065753929,189405642
3,2325264250,220344278
3,994845771,3729890874
3,3100000309,1958306891
3,1660385294,3318732110
3,3178142572,287044397
3,3351968689,787486848
3,2240256258,863329466
3,2542103229,1536120499
3,3513398405,2467251694
3,1986364708,1364967438
3,2845176350,2772189203
3,284754035,1449779365
3,2915337809,3438381483
3,1378638675,152139376
3,1862655253,552269846
3,2515752541,2641446047
3,631365480,262104766
3,1387426184,1297382525
3,6381662,1102815811
3,3446774629,2971446714
3,1260799291,962737723
3,2979218298,579435501
3,2469953792,157711747
3,4166375360,1809363506
3,2733327644,584558550
3,3476168339,385158859
3,291741779,863329466
3,1194896585,1114941477
3,2155479250,1101360034
3,66877757,2743539307
3,4096528924,1349792162
3,1952403181,3652282991
3,3569208898,275760310
3,2450415932,381098976
3,3853334588,1121322716
3,3205175747,290896841
3,861942412,331759629
3,1429594010,1776453982
3,2821862330,941180455
3,1264192785,38185708
3,877176469,1053593013
3,2123332638,93935026
3,576861546,2795758692
3,3409298888,1769144591
3,3283528029,4292520070
3,847338105,214100626
3,709353370,1168919670
3,1622585957,1135976474
3,1741255671,326783517
3,3452686144,2084449125
3,3075806009,430501350
3,891976035,1207189719
3,58377970,1146580620
3,2189047322,2107247645
3,2288149440,3968894993
3,3026349725,320286773
3,3134748958,1840951047
3,3845299773,1975811590
3,2680057516,411375215
3,3542515337,727036860
3,24168270,2762351545
3,4011392237,692028908
3,4003277752,1868756563
3,952489020,1019858566
3,1000106726,914377509
3,3783985136,76570957
3,975885187,1132134655
3,4206463914,897689323
3,4254645606,74390002
3,3216769417,375771768
3,3602632985,959118143
3,2132780793,587285122
3,3498630557,699136188
3,2341232000,1516172572
3,1676388968,743890405
3,3351318599,291869287
3,3888975197,3128161097
3,3037529954,1746655739
3,3586500603,656698835
3,2218854269,3470043457
3,1420214137,551717553
3,3489126272,1504793711
3,607550082,408139573
3,3954798556,36971936
3,1888726407,1390892179
3,2667915715,359918838
3,1636149758,1198099548
3,3960232661,689574692
3,1900573672,1761331094
3,4203412919,933146825
3,847291738,137013439
3,2613248498,988104881
3,2788148991,1394615155
3,611016897,1935599983
3,3785800752,1809363506
3,3628969838,487288184
3,1766054485,1492395376
3,3375612003,1237550763
3,2245629901,193305108
3,3714532676,128572175
3,875836170,250077209
3,3536454240,3793366121
3,2471903892,944492271
3,519133719,2269100299
3,4073160656,1130629555
3,2685155852,487304807
3,2108533053,774537932
3,3411862234,536452526
3,1911010635,1961883202
3,1321380125,717063212
3,2542004196,417125601
3,2352036840,1958067065
3,1702111919,1642708892
3,2975245347,369358275
3,2945011912,1472301980
3,4228787858,384418268
3,2952358810,1660891906
3,1650317636,2853108717
3,1760423056,912986022
3,1715041013,2508783889
3,570596922,284161166
3,2439643035,170536513
3,2098400894,3847773156
3,2376591621,936767701
3,952489020,1356633425
3,3511195268,850491197
3,3762958694,2330716112
3,1545913485,967125998
3,86298600,590283276
3,1010747501,387772861
3,3620290778,1200704956
3,3505999501,1593666597
3,3624714500,536463662
3,1032764682,296475017
3,1835033137,3861748824
3,3030935442,2082698577
3,3795623063,3857533630
3,2766674936,505860016
3,4195990258,2435746796
3,2834147202,1436034108
3,1902068792,355489491
3,3890044804,680244635
3,2050504093,2507738975
3,3075806009,196791868
3,2995677151,1117712642
3,4154227151,1128600175
3,241987908,30737591
3,1487868941,159351600
3,4285802156,2937525435
3,3669914358,22285547
3,2911127600,2627736512
3,1813747725,1545611339
3,971745133,1322749330
3,3658757727,900783669
3,3500258725,105687992
3,3101383649,3283040645
3,2379255867,836450964
3,1113850846,1931898332
3,1627169785,2359638032
3,71375986,982269050
3,4264596835,674755391
3,2389001198,58498855
3,2106195730,3323080982
3,3911606121,1769144591
3,2345279804,3681824555
3,1070668849,1443514486
3,2282883770,1886432994
3,2160494726,534991775
3,1206849495,1746655739
3,3355477886,580844297
3,3433885447,2014211844
3,1954967078,517260836
3,165671561,725103814
3,884551183,1726457735
3,1163569239,575682520
3,468080344,2123332638
3,2108533053,1377132605
3,1784587311,1131724280
3,3433277712,1208307773
3,2545019216,3205175747
3,2920994394,111205801
3,2892571732,1767634952
3,1130919487,159351600
3,191430859,86650339
3,2300621997,955309960
3,1187614415,141329354
3,483130366,159351600
3,1130494654,3137926024
3,3132560288,1292550067
3,4186270168,2177722258
3,825311704,1271039687
3,4025313952,420878019
3,1912222471,381150737
3,3751798302,364206398
3,2210745930,3027798817
3,378173032,1179256027
3,1978041895,2304809467
3,1853864003,2871930336
3,1130494654,237739865
3,1676388968,441850830
3,2389688714,520128722
3,1043565100,3046430399
3,2999553837,1770286788
3,1997111086,2406872845
3,3900686321,866792419
3,1563437474,1882720316
3,1407447428,582084093
3,3373740639,151877115
3,191411989,1666545703
3,460150358,572085747
3,1853864003,2995447005
3,630167980,3565363760
3,3275119116,553446970
3,2122094885,2187089599
3,3390891842,309172360
3,4242193834,152139376
3,1574179017,207683426
3,1821965487,2567385907
3,2167497065,829957688
3,1674770957,517260836
3,1243244040,899755906
3,3030885365,1976591818
3,155567437,348383326
3,1328017795,957657584
3,3853135440,3090275232
3,1852821008,562358068
3,3671792044,1665301954
3,340397853,949640290
3,3195941759,1135184924
3,618519444,427435570
3,3941778140,983618131
3,4289376620,1636098373
3,1484808570,3691942796
3,75775454,159351600
3,2775619691,116488907
3,937757055,795021525
3,1457899692,310610689
3,4118986673,550477797
3,3921125158,1182601341
3,2542103229,1615893885
3,1062327026,720695533
3,1379168272,1267258212
3,2298619633,3930074106
3,3046642946,900100636
3,1799709470,646852957
3,1401540089,960092000
3,3546564341,3806994291
3,2959461063,967914131
3,4086189355,40040342
3,2832112238,191946414
3,1892508036,829820311
3,954317984,725103814
3,1113722776,1517086716
3,2077604114,1166650192
3,3785697100,24168270
3,2964076520,337189354
3,571810386,1192966411
3,2638757655,1200704956
3,2022500488,411375215
3,612656235,1903421090
3,136513289,900624427
3,2139200237,954571849
3,2995692757,904616841
3,3326186289,962737723
3,3225705412,659350859
3,1186806654,1085945598
3,3690371528,652176199
3,3627744656,1458375558
3,1017204581,98964169
3,3721820266,620695276
3,3703315251,754974693
3,2118783089,488278976
3,3810846799,245619002
3,3960829497,2063401314
3,2985852685,511054120
3,2123332638,93935026
3,1264192785,310610689
3,124064863,3965564025
3,4102727993,153414432
3,2709172334,257984140
3,611016897,202437231
3,1900185622,244107308
3,3270395407,962737723
3,2405668221,1674674045
3,3491397543,3404702965
3,2691343457,1306578136
3,712848537,1983510531
3,417125601,3199640280
3,163505030,852607071
3,4149304686,983618131
3,1287470540,3794541920
3,1665301954,418991059
3,1163569239,193922343
3,764328725,3835943039
3,1368882054,1876777240
3,3191388887,2108322384
3,1606598456,259927468
3,3421851303,1296463365
3,414776066,402740243
3,2871839094,718246127
3,1386040838,3980372000
3,1347996816,875034895
3,532189781,820177797
3,897689323,2169519796
3,2389140369,724669421
3,656698835,980478624
3,2994869800,76570957
3,980478624,155268050
3,1483231467,517260836
3,3417939455,477553695
3,1707910864,302466871
3,2582032586,402740243
3,3699136547,1371706715
3,314335243,4122651001
3,1630743196,574325131
3,1915037709,435416154
3,447572379,214674982
3,2220491818,1826867038
3,962477933,1774190279
3,1958573404,3423419034
3,1729543733,58498855
3,1248171988,1318252672
3,2434518358,859056899
3,3914893545,1275118616
3,712848537,1958306891
3,651301341,1958573404
3,122734203,1813822567
3,1334659868,1784517801
3,831055515,1284575197
3,3393430210,2903956460
3,2668500191,323360512
3,1747901200,1371986040
3,4101248069,3095516087
3,1045378565,552978251
3,1088754866,2591192196
3,852765968,994676122
3,637302283,2316087548
3,3641217980,2784417036
3,3703525232,727365641
3,3807010263,1107390930
3,805150965,86275143
3,3006383483,1550813244
3,3102501053,2945232845
3,1282294117,2201615216
3,1930374579,173170173
3,3654135018,891248341
3,3932447208,819047038
3,950533716,938708654
3,3445494442,2073398389
3,1689314855,871679006
3,1821875388,183398877
3,3492585343,59413042
3,887644040,2828399909
3,2206777473,1560974768
3,3202128395,1770151159
3,1330540027,1653781225
3,1714607112,45510916
3,3185235412,2384347564
3,3876139929,2809064457
3,792645593,1339662767
3,2065799849,1746655739
3,3299059416,30966706
3,25788160,2544783024
3,352590467,2973560719
3,3965164098,227231098
3,3504498104,746372517
3,681044161,192859004
3,326080737,217977915
3,3893401232,1765818203
3,1969187860,18264600
3,1884867719,789601328
3,3015756037,1465931418
3,3389408695,2043638160
3,1998513801,1281355952
3,3393337346,2879276286
3,3043133921,944492271
3,3268999028,477798305
3,118145987,27092795
3,3935050299,1118581117
3,165136504,3185044263
3,3656024500,2044216669
3,2817782777,986496525
3,1625419473,3493797951
3,2671028494,1165453206
3,3946192175,1699629770
3,3927768774,614047379
3,2604281676,1226243819
3,2172855737,1924358978
3,1487249777,544532088
3,54922456,531768918
3,2116638927,86026702
3,2146268420,2219717247
3,2571566764,217977915
3,3832837786,1733221456
3,3870515360,1168919670
3,2977361103,48783168
3,4077708975,3216433143
3,2951799757,959118143
3,2638400709,2008989859
3,3054380233,211838201
3,2725995260,1138974115
3,743656704,30966706
3,1035443562,260041982
3,921281780,430178566
3,2465859858,726670779
3,2530949866,1636098373
3,227001881,209651476
3,2358578672,35254803
3,3291614016,2467251694
3,2887775634,810940926
3,3042612735,242923705
3,2533672576,228542211
3,2308364661,3432123075
3,208302069,366239857
3,3908416576,3238571002
3,4018561560,2878821825
3,261002678,2740876823
3,613369054,320286773
3,1071020646,98458146
3,1359788018,430537386
3,1224243584,323780484
3,3095330776,1644128120
3,533994557,256111454
3,763152554,2138889181
3,3491248169,2023468015
3,260041982,3937823063
3,1810321157,205060988
3,3246678515,3489985175
3,2710895026,230650946
3,2655969926,1441147655
3,743984162,1011603387
3,2879924940,139628856
3,3185007248,1958573404
3,759119317,109019621
3,908720185,152139376
3,2526814759,1941461708
3,4172683498,733189993
3,2539205202,218947402
3,3075835555,1629103178
3,3279267225,3586500603
3,1799709470,59413042
3,2847174369,2008989859
3,796332893,3318116205
3,4044205497,3427592570
3,2084127548,1625370938
3,2029582957,940509460
3,4184214313,529859784
3,1355658137,2357221297
3,994676122,685296764
3,3251014226,2557300142
3,3368288862,2363117516
3,398422876,231169166
3,2158569615,1958573404
3,763152554,338163236
3,3767131701,924941397
3,628053294,685296764
3,66247839,3349661367
3,1659966402,3378580538
3,258047,110635433
3,2343396509,863776697
3,3968274482,3227076853
3,1814055804,3075209659
3,3326267479,1948384771
3,1344355875,122550860
3,609623801,2747024747
3,2023468015,1944166196
3,3105568663,803155131
3,3922902476,391862412
3,2660419430,615781194
3,3867393142,3029731058
3,1888739764,1649239857
3,2675366031,953150943
3,3379486410,233895070
3,2074039420,1001292672
3,709353370,899136538
3,4015715622,1131724280
3,4050048689,570596922
3,2637024785,1438196802
3,2376552961,310610689
3,518222659,959690902
3,2139200237,255662413
3,1876943817,2829310561
3,2544002498,337189354
3,2104231529,376209701
3,3047942142,108185000
3,1142038310,1632241419
3,1634563776,1051200371
3,2325289006,535420180
3,862891523,118145987
3,3571871308,449372701
3,919356882,959690902
3,549986076,962737723
3,1459215305,323780484
3,3982053325,739038796
3,2083339233,1850490943
3,3176460569,938708654
3,1346371099,882070118
3,2885752806,2536222341
3,403548367,1135976474
3,1748664140,2665245287
